job_id,learner,task,measure,batch_nr,errors,warnings,ce,bacc,logloss,auc,mcc,alpha,lambda,x_domain_alpha,x_domain_lambda,runtime_learners,timestamp,y_trafo,acq_log_ei,.already_evaluated
8,glmnet,blood-transfusion-service-center,bacc,45,0,0,0.237945945945946,0.5,0.548711476862306,0.5,0,0.938532119095326,-0.365783167959199,0.938532119095326,0.693653191141532,317.781,2024-07-10T22:21:58.186899Z,0,,
8,glmnet,blood-transfusion-service-center,bacc,46,0,0,0.237945945945946,0.5,0.548711476862306,0.5,0,0.475874516172335,2.21983190321621,0.475874516172335,9.2057832732527,251.108000000001,2024-07-10T22:22:25.686018Z,0,,
8,glmnet,blood-transfusion-service-center,bacc,47,0,0,0.228612612612613,0.540677674578603,0.477388338950606,0.754919160646715,0.172708074753789,0.0249256342882291,-4.27521067418096,0.0249256342882291,0.0139091181181801,323.727,2024-07-10T22:23:00.599027Z,-2.04065252555637,,
8,glmnet,blood-transfusion-service-center,bacc,48,0,0,0.237945945945946,0.5,0.548711476862306,0.5,0,0.984944811696187,7.26705814535991,0.984944811696187,1432.33054064847,240.644000000001,2024-07-10T22:23:26.513429Z,0,,
8,glmnet,blood-transfusion-service-center,bacc,49,0,0,0.237945945945946,0.5,0.548711476862306,0.5,0,0.134737697420642,8.27715683969391,0.134737697420642,3932.99633154353,333.838,2024-07-10T22:24:02.745263Z,0,,
8,glmnet,blood-transfusion-service-center,bacc,50,0,0,0.229927927927928,0.541864465084279,0.477127550496687,0.753164774681803,0.173830105268082,0.608458021511324,-5.63168146616878,0.608458021511324,0.00358254632952335,357.536,2024-07-10T22:24:44.275165Z,-2.25799812457519,,
8,glmnet,blood-transfusion-service-center,bacc,51,0,0,0.228576576576577,0.546706226350189,0.477079811488596,0.753933035202385,0.183319939735615,0.246375632472336,-6.14535427905415,0.246375632472336,0.00214341638985203,287.845999999999,2024-07-10T22:25:20.168700Z,-6.90875477931567,0.000192965548218993,FALSE
8,glmnet,blood-transfusion-service-center,bacc,52,0,0,0.228576576576577,0.546706226350189,0.477138787872544,0.754127966976264,0.183319939735615,0.488960257498547,-6.73116359159792,0.488960257498547,0.00119314381798029,306.641999999999,2024-07-10T22:25:56.010872Z,-6.90875477931567,0.000192965548218993,FALSE
8,glmnet,blood-transfusion-service-center,bacc,53,0,0,0.228576576576577,0.546706226350189,0.477112588889084,0.753835569315446,0.183319939735615,0.42386687383987,-6.40629032529039,0.42386687383987,0.00165113834102808,374.659999999999,2024-07-10T22:26:38.858083Z,-6.90875477931567,0.000192965548218993,FALSE
8,glmnet,blood-transfusion-service-center,bacc,54,0,0,0.228576576576577,0.546706226350189,0.477154012997878,0.753743836715973,0.183319939735615,0.974275023909286,-6.68321483784867,0.974275023909286,0.00125174733240537,383.978999999999,2024-07-10T22:27:24.506840Z,-6.90875477931567,0.000211364169743572,FALSE
8,glmnet,blood-transfusion-service-center,bacc,55,0,0,0.22990990990991,0.543928448572411,0.477114554373546,0.753761036578374,0.173863177680434,0.643130808603019,-6.15533425098645,0.643130808603019,0.00212213154219684,349.394,2024-07-10T22:28:06.384459Z,-2.80655128816805,0.000192965548218993,FALSE
8,glmnet,blood-transfusion-service-center,bacc,56,0,0,0.228576576576577,0.546706226350189,0.477107898670459,0.754041967664259,0.183319939735615,0.309618673752993,-6.41744087070315,0.309618673752993,0.00163282951437664,440.429,2024-07-10T22:28:54.879053Z,-6.90875477931567,0.000192965548218993,FALSE
8,glmnet,blood-transfusion-service-center,bacc,57,0,0,0.228576576576577,0.546706226350189,0.477148867678404,0.753359706455682,0.183319939735615,0.970457142218947,-6.47595657938446,0.970457142218947,0.00154002507628926,311.681,2024-07-10T22:29:30.691924Z,-6.90875477931567,0.000197499917581759,FALSE
8,glmnet,blood-transfusion-service-center,bacc,58,0,0,0.228576576576577,0.546706226350189,0.477076220078175,0.754047700951726,0.183319939735615,0.278109733713791,-6.07600084438311,0.278109733713791,0.00229734574953796,420.503,2024-07-10T22:30:18.511387Z,-6.90875477931567,0.000192965548218993,FALSE
